total_bill,tip,gender_waiter,gender_customer,smoker,time
42.33,6.87,female,female,yes,evening
13.54,9.01,female,female,no,evening
46.2,9.57,male,male,no,day
17.73,0.2,female,male,no,day
37.4,4.06,female,male,yes,day
32.83,9.9,male,female,yes,day
12.07,8.02,male,male,no,day
19.18,6.14,male,female,yes,day
35.13,7.76,male,male,yes,evening
36.34,0.75,female,male,yes,day
12.93,6.98,male,male,yes,evening
12.33,7.99,male,female,yes,evening
18.49,8.74,male,female,yes,day
37.21,2.75,male,male,no,evening
35.44,3.33,female,female,no,evening
18.96,4.18,male,male,yes,evening
30.18,0.33,male,male,no,evening
39.42,6.45,male,female,no,day
21.43,1.75,male,female,no,evening
35.77,3.39,female,female,no,day
37.39,1.14,female,female,no,day
22.92,3.31,male,male,yes,evening
30.75,3.38,male,female,yes,evening
42.82,8.99,female,male,no,day
43.27,6.82,male,female,no,evening
25.29,2.19,male,male,yes,evening
33.83,2.81,male,female,no,evening
19.29,4.4,female,female,no,evening
12.45,0.72,female,male,no,day
26.04,0.58,female,female,yes,evening
22.7,3.88,female,male,yes,evening
38.03,7.35,female,female,yes,evening
17.72,0.37,male,male,no,day
49.99,5.51,female,male,no,day
24.88,4.94,male,male,no,day
32.06,5.76,female,female,no,evening
14.94,2.18,male,female,no,day
16.57,5.08,female,female,no,evening
12.6,7.95,female,female,yes,day
35.87,3.21,female,female,no,evening
21.47,9.76,male,female,yes,day
11.53,2.84,female,female,yes,day
19.67,9.42,male,female,no,evening
12.14,9.27,female,female,no,day
38.94,0.39,male,female,no,day
39.66,4.44,male,male,no,day
20.24,9.27,male,male,no,evening
39.61,3.15,male,male,no,day
44.96,9.95,male,female,yes,evening
14.39,0.14,male,male,no,evening
12.72,0.63,female,female,yes,day
25.08,1.02,female,female,no,evening
39.74,1.27,male,male,no,day
31.3,7.76,male,female,yes,day
21.4,0.49,male,male,yes,day
16.9,8.87,male,female,yes,evening
44.57,6.57,male,female,no,evening
35.24,7.96,male,female,yes,evening
14.17,5.57,male,female,yes,day
32.49,8.78,male,female,yes,day
38.73,4.53,male,male,no,day
17.32,8.03,male,female,no,day
22.94,3.34,male,male,no,day
18.54,0.09,male,male,no,evening
25.49,3.38,male,male,no,day
22.78,6.59,female,female,no,day
18.27,6.47,female,female,no,day
16.78,7.0,male,female,yes,evening
23.4,5.36,male,female,no,day
12.57,8.24,female,male,yes,day
30.8,8.81,female,female,yes,day
12.73,2.78,male,female,no,day
32.69,4.38,male,female,yes,day
34.99,9.09,male,male,yes,evening
39.11,8.62,female,female,no,day
34.35,1.62,female,female,no,day
33.49,8.74,female,female,yes,evening
24.7,3.6,male,female,no,day
44.95,7.88,female,female,no,evening
29.72,4.89,female,male,yes,day
16.71,8.89,male,female,yes,day
48.61,8.13,male,male,yes,evening
47.24,3.9,female,female,yes,evening
47.64,9.08,female,male,no,evening
37.88,7.96,male,female,yes,day
49.01,0.52,female,female,yes,day
37.22,0.87,male,male,yes,day
26.77,1.13,male,male,no,evening
44.12,3.57,female,male,no,evening
19.28,3.23,male,male,no,evening
18.03,3.14,female,female,no,evening
10.33,9.28,male,female,no,day
30.11,0.02,male,male,yes,day
21.81,8.18,female,female,no,evening
21.6,2.82,male,male,no,day
17.57,2.31,male,male,no,evening
11.77,3.02,female,male,no,day
14.43,8.24,male,male,yes,day
18.58,6.69,female,female,no,evening
42.56,9.38,female,female,yes,day
32.78,4.46,male,male,yes,day
21.4,5.95,male,female,yes,day
49.09,5.22,male,female,no,day
13.25,7.34,female,male,no,day
41.0,3.39,male,female,no,evening
34.42,9.43,male,female,no,day
39.73,2.94,female,female,yes,evening
45.91,3.73,male,female,yes,day
41.27,9.02,male,female,yes,day
31.73,4.31,male,male,no,evening
27.36,2.9,female,female,no,evening
45.05,6.76,male,female,no,day
18.68,8.51,female,male,yes,evening
19.41,5.22,male,male,yes,day
14.77,7.62,female,male,yes,day
32.18,1.09,female,male,no,day
40.26,8.59,male,male,no,day
39.36,0.32,male,female,yes,day
23.49,2.56,female,male,no,day
48.28,0.84,male,female,no,day
26.15,3.23,female,female,no,evening
18.05,7.84,male,female,yes,day
13.63,6.55,male,female,yes,day
19.72,1.14,male,male,yes,evening
42.85,9.88,male,male,no,evening
12.49,3.28,female,male,yes,evening
15.86,8.43,male,male,yes,day
48.91,1.85,male,male,no,evening
12.07,7.83,female,female,yes,day
16.93,4.99,male,male,yes,day
34.06,9.92,male,male,yes,day
21.42,4.64,male,male,no,day
21.34,4.14,male,female,no,day
26.57,6.05,male,male,yes,day
42.02,5.04,female,male,yes,evening
32.48,7.3,female,male,no,evening
17.32,6.44,male,female,yes,day
17.81,7.08,male,male,yes,day
26.31,7.22,female,male,yes,evening
41.78,2.85,male,male,no,day
28.93,0.59,female,male,yes,day
20.18,1.48,male,female,yes,evening
30.17,5.8,male,male,yes,evening
19.04,8.86,male,male,no,evening
12.48,2.3,female,male,no,day
32.83,3.84,female,male,yes,evening
24.87,2.62,female,male,no,day
27.0,6.44,female,male,yes,day
36.34,9.07,female,female,no,day
30.43,3.82,male,female,yes,day
29.04,5.17,female,female,no,day
15.22,7.56,male,female,yes,day
25.01,5.44,male,female,yes,evening
23.99,7.49,female,female,yes,evening
13.56,5.22,male,male,yes,day
36.3,8.29,female,female,yes,day
19.16,2.49,female,male,no,evening
12.14,1.79,female,female,no,evening
18.11,7.88,female,male,no,evening
24.9,4.63,male,female,yes,day
29.46,9.11,female,male,no,evening
43.41,1.67,female,male,no,evening
29.69,3.4,female,female,yes,evening
21.17,9.77,male,female,no,evening
31.87,4.9,male,female,yes,day
20.22,8.7,male,male,yes,day
48.72,7.17,male,male,yes,day
26.42,8.19,male,female,no,day
41.55,8.88,female,male,yes,evening
40.87,3.63,female,female,no,evening
32.28,5.71,female,male,yes,evening
44.18,0.51,male,male,yes,evening
21.93,8.67,male,male,yes,evening
47.93,5.54,male,male,yes,day
45.32,9.21,male,female,no,day
13.76,7.41,male,male,yes,day
33.25,0.48,female,female,yes,evening
48.89,2.28,female,female,no,evening
28.27,3.62,male,female,no,evening
10.37,6.93,male,female,yes,day
45.58,9.27,female,male,no,evening
13.19,1.38,female,male,yes,day
38.98,5.33,female,female,no,day
24.61,10.0,male,male,yes,evening
45.68,4.71,female,female,yes,day
23.51,0.11,female,male,yes,evening
11.09,4.92,male,male,no,day
21.08,0.22,male,female,no,day
43.91,7.98,male,female,no,day
11.17,2.48,female,male,no,evening
20.41,0.63,male,female,yes,evening
47.68,7.35,male,female,no,evening
42.96,8.06,male,female,yes,day
33.94,5.98,female,male,yes,evening
44.6,9.11,male,female,yes,evening
17.34,9.51,male,male,no,day
24.56,0.24,female,female,yes,day
19.26,8.47,male,male,yes,evening
47.27,0.34,male,male,no,day
38.74,4.3,male,female,yes,day
11.7,1.51,female,male,no,day
22.21,6.06,female,female,yes,day
23.44,4.94,male,female,yes,evening
44.44,1.35,female,female,yes,day
24.54,5.34,female,male,no,evening
45.23,5.42,female,female,no,evening
26.55,7.59,male,male,no,day
45.2,1.6,male,male,yes,evening
35.4,5.57,female,male,no,day
12.28,6.36,male,female,yes,day
22.42,6.06,male,male,yes,evening
42.6,0.62,male,male,no,evening
40.22,0.63,female,female,yes,day
40.04,6.27,female,male,no,day
24.95,2.84,female,male,yes,evening
22.25,6.9,male,female,yes,evening
11.17,0.56,female,male,yes,day
32.28,3.97,female,male,no,evening
41.02,5.16,female,male,yes,day
19.36,5.53,male,female,yes,evening
36.39,9.09,male,female,yes,evening
34.87,6.44,male,female,no,day
25.62,6.07,male,female,no,evening
11.31,4.54,female,male,no,day
41.77,0.24,female,male,no,evening
31.77,2.36,female,male,yes,day
43.78,0.12,female,female,no,evening
46.06,3.47,male,female,yes,day
13.74,1.74,male,male,yes,evening
22.06,2.59,female,female,no,day
33.85,4.5,male,male,yes,evening
16.5,4.29,female,female,yes,day
21.54,5.83,male,male,no,day
36.09,9.66,female,female,no,evening
31.17,3.21,female,male,no,evening
20.91,3.67,male,female,yes,evening
41.76,3.13,female,male,no,day
34.96,8.83,male,female,no,evening
33.61,3.42,female,female,no,evening
22.39,3.82,female,female,no,day
44.27,7.62,female,male,yes,day
24.79,6.6,female,female,yes,evening
30.18,1.64,male,male,no,evening
49.59,0.39,male,female,no,day
42.13,2.13,male,female,yes,day
11.9,9.76,female,male,yes,evening
43.59,1.5,female,male,no,day
31.2,5.07,male,female,yes,evening
45.1,7.68,female,female,no,day
32.65,6.99,male,female,no,evening
35.7,3.61,male,male,yes,day
14.28,2.8,male,female,yes,day
34.21,0.75,male,female,yes,day
49.61,4.25,female,male,no,evening
36.36,0.21,male,female,yes,evening
16.9,0.26,male,female,yes,evening
15.83,3.25,male,male,yes,evening
27.08,8.65,female,male,no,day
20.38,9.46,female,female,no,evening
35.17,5.56,male,female,no,day
42.61,7.85,female,male,no,evening
40.79,0.58,female,male,yes,day
30.66,7.61,female,female,no,day
12.26,0.12,male,female,yes,day
16.64,5.87,female,female,no,evening
32.11,1.49,female,male,no,evening
19.47,9.33,male,female,no,evening
42.68,8.36,female,male,yes,day
33.65,8.75,male,male,yes,day
18.16,6.69,male,male,no,day
11.62,7.13,female,female,yes,evening
43.14,3.55,male,male,no,day
15.9,3.02,female,male,yes,evening
14.62,2.99,male,male,no,day
37.71,2.99,male,male,yes,day
29.16,5.77,female,male,yes,evening
32.4,0.34,male,male,no,day
32.41,7.61,male,male,yes,evening
19.04,3.2,male,female,yes,evening
37.78,6.49,female,female,yes,day
15.3,7.02,female,female,yes,evening
13.1,4.2,male,male,no,evening
24.86,4.54,male,male,yes,evening
41.19,8.79,male,female,no,day
45.59,5.73,female,female,no,day
11.18,9.27,female,female,yes,day
28.13,7.37,male,female,no,day
44.18,4.34,female,male,no,day
48.19,2.36,male,female,no,day
16.88,6.54,female,female,yes,day
12.82,2.64,male,female,yes,day
10.93,1.78,female,male,no,day
17.71,2.58,male,male,no,evening
33.88,6.87,male,male,no,evening
20.17,4.42,male,male,no,evening
24.08,7.27,female,male,yes,day
22.67,8.3,female,male,no,day
18.37,0.81,female,male,no,evening
19.3,3.95,female,male,yes,day
13.83,6.0,male,female,no,day
25.48,9.42,female,male,no,evening
18.18,6.2,female,female,no,evening
36.45,2.78,female,male,yes,evening
14.95,9.07,female,male,no,evening
43.5,6.32,male,female,yes,day
36.33,4.7,male,female,no,day
34.18,0.27,male,female,yes,evening
19.7,4.94,male,male,no,evening
21.79,0.57,female,male,no,evening
31.93,3.14,female,female,yes,day
44.62,1.79,male,male,yes,evening
22.31,6.84,female,female,no,evening
27.37,3.11,male,female,yes,day
36.36,3.82,female,male,yes,day
38.3,7.06,male,male,no,day
41.83,3.0,male,male,no,evening
10.64,0.61,female,male,yes,day
24.73,4.9,male,male,yes,evening
22.85,5.17,female,male,no,evening
42.42,2.22,female,male,no,evening
28.61,3.91,female,male,no,evening
39.52,3.32,male,female,no,day
25.49,9.29,male,female,yes,day
44.27,8.19,female,male,yes,evening
45.45,4.59,female,male,no,day
31.17,9.68,female,male,no,evening
14.66,4.31,female,male,no,day
19.16,3.45,male,female,yes,day
49.06,8.72,female,male,yes,evening
36.58,8.8,female,male,yes,day
19.15,6.73,female,female,yes,evening
38.31,4.26,male,female,no,evening
35.17,8.93,female,female,yes,day
36.62,1.65,female,male,yes,day
44.37,9.56,female,male,yes,day
47.62,5.3,male,male,yes,evening
27.62,3.8,male,male,no,day
19.82,8.76,male,female,yes,evening
39.8,0.2,female,male,yes,day
14.85,4.38,female,female,no,day
20.17,8.15,male,male,yes,evening
43.3,1.84,female,male,yes,day
46.69,7.5,female,female,yes,day
30.81,6.72,male,male,yes,day
20.36,7.35,male,female,no,evening
46.15,5.85,male,female,no,evening
16.85,6.65,female,female,yes,evening
48.69,2.69,male,female,no,evening
10.75,1.56,female,male,no,evening
32.72,1.07,male,male,no,day
28.85,7.09,male,female,no,day
34.4,4.06,male,female,yes,day
33.04,8.23,female,male,yes,evening
34.22,2.95,female,male,yes,evening
14.22,0.68,male,female,no,evening
38.67,2.67,male,female,yes,evening
35.12,8.3,male,male,no,day
10.82,4.66,female,female,yes,day
40.56,8.98,male,female,yes,day
27.0,0.81,female,male,no,day
39.05,4.55,female,male,yes,evening
35.57,9.92,male,male,no,day
42.13,2.07,male,male,no,day
46.14,1.14,female,female,no,evening
13.12,6.87,female,male,yes,evening
42.43,1.66,female,female,yes,evening
45.28,9.82,female,female,yes,evening
12.32,1.87,female,male,no,day
33.48,6.55,female,male,yes,evening
27.47,6.96,female,female,no,evening
41.98,8.99,female,female,no,day
12.19,6.51,male,female,yes,evening
16.2,8.14,male,female,yes,evening
44.8,2.84,female,female,no,day
11.71,4.6,male,male,no,day
21.65,8.86,female,female,yes,day
17.93,9.52,male,female,no,day
38.12,2.28,female,female,yes,evening
10.58,6.41,female,female,no,day
30.87,1.79,male,male,no,day
16.5,1.6,male,male,no,day
28.29,6.72,male,male,no,evening
46.38,9.26,female,male,yes,day
27.92,5.92,female,female,no,day
36.15,6.37,female,female,no,evening
30.85,5.13,male,male,yes,day
31.49,8.6,male,male,yes,evening
24.34,8.71,female,male,no,day
17.37,6.24,male,male,no,day
38.91,3.92,female,female,yes,evening
37.27,5.23,male,female,no,day
31.74,0.22,female,female,no,day
29.11,9.95,male,female,no,day
16.62,5.27,male,male,no,evening
33.34,5.23,male,female,yes,evening
42.44,0.18,male,female,no,evening
48.04,2.68,female,male,yes,day
40.3,5.91,female,female,yes,day
13.34,8.4,female,male,yes,day
20.14,6.35,male,female,yes,evening
24.08,3.62,female,male,yes,day
26.84,4.76,female,male,no,day
37.28,2.25,female,male,yes,evening
15.04,7.16,male,female,yes,evening
27.66,1.4,female,female,no,evening
38.33,8.67,female,male,no,evening
13.92,2.68,male,male,no,day
23.66,0.52,female,female,no,evening
12.04,8.85,female,male,yes,day
31.06,8.58,female,male,no,day
29.58,9.81,female,female,no,day
38.63,2.93,female,female,no,day
38.99,7.9,male,female,no,evening
33.1,6.76,female,female,no,evening
24.72,0.67,male,male,yes,evening
43.82,7.01,male,female,no,day
10.7,6.51,female,male,no,day
48.57,1.5,male,male,yes,evening
49.89,4.89,female,female,no,day
24.26,5.03,female,male,yes,evening
22.42,1.42,male,female,yes,day
14.91,3.18,female,female,yes,evening
28.99,3.19,female,male,no,day
39.26,8.81,female,male,yes,evening
18.53,5.85,female,male,no,evening
32.51,5.23,male,male,no,evening
11.5,0.16,male,male,yes,day
19.21,6.2,female,male,no,day
11.69,3.91,female,female,yes,day
10.01,5.47,female,male,no,day
23.34,7.45,female,male,no,day
19.45,0.28,male,female,no,day
42.39,9.34,female,female,yes,day
45.29,7.24,female,female,no,day
37.65,6.45,male,female,no,evening
22.76,6.17,male,female,yes,day
11.58,9.34,female,female,yes,evening
30.07,2.38,female,male,no,evening
33.29,3.77,male,male,no,evening
13.0,6.84,female,female,yes,day
48.48,2.05,female,female,no,day
29.75,5.86,female,female,no,day
34.29,3.45,male,female,no,day
19.94,3.75,female,male,yes,evening
33.96,0.02,female,male,yes,day
31.93,8.14,male,male,no,evening
23.51,6.41,female,female,no,day
26.74,6.34,male,female,yes,day
18.61,7.44,male,female,no,evening
27.46,8.16,female,male,yes,day
23.53,5.56,female,female,yes,day
14.28,0.42,male,male,no,evening
41.92,2.1,male,male,yes,day
35.13,9.31,female,male,yes,evening
48.55,3.97,male,male,no,evening
15.08,7.43,male,female,yes,day
31.6,4.36,female,male,yes,evening
46.76,4.28,male,female,no,day
25.64,9.91,female,male,no,evening
47.71,3.13,male,female,no,day
33.7,4.27,male,female,yes,evening
47.19,9.31,male,male,yes,evening
19.88,4.41,female,male,yes,day
14.15,6.57,female,male,no,day
11.55,4.58,male,female,no,evening
32.45,2.85,male,male,yes,evening
18.71,6.41,male,male,yes,day
29.37,3.53,male,female,yes,evening
48.46,0.58,female,male,yes,evening
42.89,0.69,female,female,no,day
14.37,9.63,male,male,no,evening
38.45,2.84,male,female,yes,day
23.61,6.34,male,male,yes,evening
22.22,9.24,male,female,yes,day
47.86,6.33,male,female,no,evening
21.11,9.48,male,male,yes,day
35.97,6.88,female,male,no,evening
18.97,9.56,male,male,no,evening
33.83,0.82,male,female,no,evening
31.28,3.88,female,male,yes,evening
28.98,2.94,male,male,no,day
42.9,7.99,male,female,yes,day
43.85,3.17,male,female,no,day
33.81,7.85,female,male,yes,evening
45.64,9.18,female,male,yes,day
23.12,6.09,male,female,yes,evening
39.47,3.87,female,male,no,day
25.45,2.26,female,male,no,day
25.17,6.23,male,female,yes,day
41.95,2.93,female,male,no,evening
28.77,0.39,female,female,yes,evening
11.28,8.87,female,male,yes,evening
31.63,2.48,male,male,no,evening
18.87,7.09,female,female,no,day
23.05,5.26,female,male,no,evening
40.32,8.24,female,male,no,day
23.45,7.99,male,female,no,evening
29.1,2.59,female,female,yes,evening
34.59,2.27,male,male,no,day
26.02,5.17,male,female,yes,day
31.99,5.8,male,female,yes,evening
39.94,3.77,female,male,no,evening
44.04,3.46,female,male,yes,evening
41.05,5.04,male,female,yes,day
37.22,7.66,female,male,yes,evening
30.31,3.05,female,female,no,day
32.53,6.54,male,female,yes,evening
19.72,8.7,male,male,yes,day
14.97,4.67,male,male,no,day
24.99,4.22,male,male,no,day
14.18,2.09,male,female,no,evening
26.12,8.71,male,female,no,day
23.78,9.18,female,female,no,evening
17.48,6.86,male,female,no,evening
19.28,7.87,male,male,yes,evening
20.01,5.0,female,female,no,day
15.61,5.43,male,male,no,day
36.07,6.77,female,female,yes,evening
24.61,7.36,male,female,yes,day
26.7,2.62,male,male,no,day
13.34,8.48,male,male,yes,day
31.23,8.67,female,female,no,day
13.01,9.15,female,female,no,evening
28.04,5.28,female,male,yes,day
33.78,6.86,male,male,yes,evening
32.76,2.82,male,female,no,day
14.91,9.01,female,male,no,evening
13.82,0.28,male,male,no,evening
29.19,7.34,male,male,yes,evening
10.68,3.75,male,male,no,day
23.99,6.92,male,female,no,evening
24.93,8.62,male,male,no,evening
27.51,2.09,male,female,no,day
33.28,7.78,female,female,no,evening
36.54,0.09,female,male,no,day
41.9,4.95,female,female,no,day
32.07,9.04,male,male,no,day
37.64,2.63,male,female,yes,evening
24.08,3.9,female,female,yes,evening
17.58,8.99,female,female,no,day
35.23,5.32,male,male,yes,day
25.65,1.0,female,male,yes,evening
13.79,8.23,male,male,yes,evening
29.23,3.35,male,male,yes,day
34.06,2.12,male,female,yes,day
20.49,0.92,male,female,yes,day
16.72,9.11,male,female,yes,evening
27.18,3.97,male,male,no,day
25.53,1.48,female,male,yes,evening
32.22,9.47,male,male,yes,day
43.9,4.65,male,female,yes,day
19.15,5.48,female,male,no,evening
12.62,4.87,male,female,yes,day
29.27,9.8,male,female,no,day
17.34,7.59,male,female,yes,evening
42.42,1.44,female,female,yes,day
21.87,8.01,male,female,no,evening
27.6,5.91,female,male,yes,evening
38.23,1.58,male,female,yes,day
29.4,4.47,male,male,no,evening
40.51,9.06,female,female,no,evening
41.92,1.98,male,male,no,evening
21.77,8.89,male,male,yes,evening
48.78,1.11,female,male,no,day
47.84,8.03,male,female,no,evening
27.97,8.87,male,male,yes,evening
13.59,9.32,female,male,no,evening
49.94,1.54,male,female,no,evening
39.89,7.39,male,female,yes,day
37.2,3.22,male,male,yes,evening
30.5,1.35,male,male,no,day
15.84,1.58,male,female,no,day
15.03,8.76,male,male,no,evening
19.2,6.43,male,male,yes,day
29.08,1.52,female,female,yes,day
29.32,7.44,female,female,no,day
16.75,3.06,male,female,no,day
11.34,8.92,male,female,yes,evening
29.1,5.18,male,female,yes,day
25.83,4.81,male,female,yes,evening
34.13,8.75,female,male,no,day
18.55,2.13,female,male,yes,evening
39.27,8.31,male,male,yes,evening
36.6,5.08,male,male,yes,day
27.36,0.09,female,female,yes,evening
24.18,2.7,female,female,yes,day
19.26,1.89,female,male,no,day
37.17,5.6,female,female,no,evening
15.14,5.91,female,female,no,day
39.39,0.25,female,male,no,evening
37.0,6.25,male,male,yes,evening
12.99,5.52,male,female,no,day
40.79,7.08,male,female,no,day
24.25,5.34,male,male,no,evening
37.32,0.71,male,female,no,evening
25.34,0.47,male,female,no,day
32.47,7.8,male,female,yes,day
25.12,0.2,female,male,yes,day
47.02,1.04,male,female,yes,evening
11.15,3.36,male,male,no,day
26.81,9.31,female,female,no,evening
44.42,6.96,female,female,yes,evening
35.18,7.13,male,male,yes,evening
43.83,6.14,female,female,yes,evening
16.73,5.03,female,female,yes,day
14.2,7.92,female,male,yes,day
47.95,9.56,female,male,no,evening
22.1,2.35,male,female,yes,evening
32.56,4.42,female,female,no,evening
48.31,6.92,female,male,yes,evening
35.51,1.77,female,female,no,evening
46.44,8.08,male,female,yes,evening
38.55,8.82,female,female,yes,evening
48.86,9.59,female,female,yes,evening
34.52,9.15,female,female,no,day
43.54,0.04,female,male,yes,evening
47.47,4.31,male,male,yes,day
17.96,8.97,male,male,yes,evening
21.85,6.04,female,male,yes,evening
48.98,1.56,female,female,no,evening
33.26,7.61,male,male,yes,day
25.59,2.5,male,male,no,day
26.75,8.55,female,male,yes,evening
41.73,3.84,female,male,yes,day
46.33,8.23,female,female,yes,day
31.46,4.85,male,male,yes,day
32.89,2.82,male,female,no,evening
24.73,8.37,female,male,no,evening
42.85,8.22,female,male,yes,day
13.43,7.02,male,female,no,day
14.91,3.88,female,female,no,day
30.02,1.91,male,male,yes,evening
30.26,3.78,male,male,yes,evening
12.34,0.28,male,female,no,day
44.23,6.82,female,female,no,day
37.33,4.53,male,female,no,day
18.12,9.29,male,female,no,day
17.83,8.51,male,male,yes,day
25.93,0.64,female,male,no,day
44.5,0.89,female,male,no,evening
20.71,4.67,female,male,no,day
22.43,4.98,male,female,no,evening
45.4,9.81,male,female,no,day
33.37,9.6,female,female,yes,evening
44.51,4.64,male,male,yes,day
23.09,9.27,male,female,yes,evening
21.46,6.11,male,female,no,evening
16.63,9.12,male,female,no,day
22.75,4.09,female,female,yes,day
19.99,3.08,male,female,no,evening
37.83,6.95,female,male,yes,day
48.16,2.64,female,female,yes,day
29.82,3.76,male,male,no,day
33.0,6.93,male,male,yes,day
11.64,1.09,female,female,yes,evening
26.29,7.37,male,male,no,evening
45.03,9.02,female,female,no,day
31.82,4.04,female,female,no,day
11.79,6.21,male,female,no,day
44.68,6.04,male,male,no,day
41.46,1.39,female,male,yes,day
32.95,9.53,male,male,no,evening
27.28,3.45,female,male,no,day
29.25,3.72,female,male,yes,evening
15.68,9.24,male,male,yes,day
20.47,5.47,female,female,no,day
49.08,4.86,female,female,no,day
11.09,7.28,female,female,no,evening
32.27,0.27,male,male,yes,day
20.79,6.65,female,female,no,evening
38.59,2.84,male,male,yes,day
32.59,9.42,male,female,no,day
35.21,8.76,female,male,yes,evening
24.72,2.57,male,male,no,day
48.1,2.36,male,male,yes,day
15.67,7.61,female,male,yes,day
30.78,4.47,male,male,yes,evening
31.4,8.44,male,female,no,evening
31.09,9.77,female,male,yes,evening
22.77,9.21,male,male,no,day
15.57,8.52,male,female,yes,day
40.41,4.12,male,male,yes,day
22.51,9.37,male,female,no,evening
27.94,7.94,female,male,yes,day
13.48,9.23,male,female,yes,day
29.89,0.68,male,female,yes,day
16.88,3.11,female,female,no,day
39.61,6.97,female,male,yes,day
28.1,2.56,female,female,no,day
30.06,0.97,male,male,yes,evening
29.48,5.2,female,male,no,day
23.07,1.77,male,female,no,evening
31.37,2.13,male,female,yes,day
25.22,5.79,male,male,yes,day
32.72,9.47,male,male,no,day
46.98,4.4,male,female,no,day
40.14,1.95,male,male,no,evening
11.13,1.31,female,female,yes,day
26.09,3.93,male,male,no,day
46.17,5.85,female,female,no,day
12.67,2.58,female,female,no,evening
12.96,8.33,female,male,no,day
11.33,0.45,male,female,yes,evening
20.61,3.98,male,female,yes,day
46.31,1.91,male,male,yes,day
24.41,0.13,male,male,yes,evening
29.64,5.42,female,male,no,evening
11.07,9.41,female,female,no,day
14.18,3.51,male,male,yes,day
44.49,0.09,female,female,yes,day
39.03,8.07,male,female,yes,evening
32.68,5.43,female,male,yes,day
11.33,4.31,female,female,no,evening
30.77,4.07,male,female,no,evening
41.47,1.11,male,male,yes,evening
35.83,3.47,female,male,no,evening
48.13,6.4,male,male,yes,day
27.9,0.62,female,male,yes,day
10.47,5.63,female,female,yes,evening
33.94,1.33,male,male,yes,day
16.34,2.32,female,female,yes,evening
39.64,1.95,male,female,no,day
38.31,4.08,female,male,no,day
45.56,8.39,female,male,yes,evening
47.5,4.27,male,male,no,day
35.86,2.3,female,male,yes,day
31.16,0.74,male,female,yes,day
31.23,6.36,female,male,no,evening
23.83,2.27,male,male,yes,evening
41.78,0.09,male,male,yes,day
30.01,0.63,female,female,no,evening
39.29,9.16,female,female,no,day
27.96,2.69,male,male,yes,evening
25.37,5.7,male,female,no,day
10.17,2.53,male,male,yes,day
47.78,9.21,female,male,yes,day
26.66,5.24,male,female,yes,evening
41.83,5.46,female,male,yes,day
48.36,9.62,male,female,no,evening
25.2,4.51,male,male,yes,day
11.22,5.41,male,male,yes,day
19.42,4.86,male,female,no,evening
39.6,5.15,male,male,yes,evening
10.55,7.69,male,female,yes,day
17.05,5.7,male,male,yes,evening
44.56,4.95,male,male,no,day
46.03,9.53,male,female,no,evening
34.06,6.52,male,male,yes,evening
49.4,5.22,male,male,no,day
14.21,9.8,female,female,no,day
13.59,0.48,male,male,no,day
21.31,3.83,female,female,no,evening
18.64,1.0,male,female,yes,day
19.04,5.47,male,female,no,day
12.97,4.25,female,male,no,day
34.72,7.58,male,male,yes,evening
44.53,5.76,female,female,no,evening
25.7,1.71,female,female,no,day
38.85,1.71,female,female,no,evening
48.85,7.99,female,male,no,evening
26.18,8.71,female,male,yes,evening
26.89,4.46,female,female,no,day
20.33,0.31,male,female,no,day
14.55,0.13,female,female,yes,evening
34.72,3.02,female,female,no,day
42.64,8.02,female,male,yes,day
30.38,1.21,female,female,no,day
26.67,4.46,male,male,yes,evening
14.47,0.03,male,female,yes,day
15.03,7.89,male,female,yes,evening
42.01,7.7,female,male,yes,day
20.91,4.02,male,female,no,day
23.76,2.19,male,male,no,day
36.78,6.18,male,female,no,day
42.14,7.43,male,male,no,evening
29.71,0.43,male,male,yes,day
33.42,9.22,male,female,no,evening
29.54,3.1,female,female,no,evening
21.91,2.21,male,male,yes,day
17.1,0.41,male,female,yes,evening
49.51,1.77,female,female,no,evening
22.08,4.62,female,female,yes,day
20.48,1.19,male,female,no,day
48.42,4.84,female,male,yes,evening
13.85,6.29,male,female,no,evening
43.46,2.37,female,male,yes,day
38.36,1.6,male,male,no,evening
27.06,2.39,female,male,no,evening
23.65,9.67,female,male,no,day
27.77,5.89,male,female,no,evening
22.24,7.44,male,female,yes,day
41.54,2.71,male,male,no,evening
33.11,6.6,male,female,no,day
10.14,4.31,female,male,yes,day
36.35,6.84,female,female,yes,evening
37.74,5.25,female,female,no,evening
46.31,7.6,male,female,yes,day
47.98,7.8,male,male,no,day
47.53,2.73,male,male,no,day
35.59,2.0,female,female,yes,day
41.4,7.74,male,female,yes,evening
22.44,6.65,female,female,yes,day
38.22,1.29,female,female,yes,day
41.12,0.3,male,female,no,evening
30.28,2.56,male,female,yes,evening
17.63,3.58,male,male,yes,day
28.31,6.09,female,female,no,evening
28.14,9.65,male,male,no,day
16.9,5.81,female,female,no,evening
39.21,8.31,female,female,yes,day
43.96,2.49,female,male,yes,day
14.56,1.92,male,male,yes,day
18.75,1.36,male,male,no,evening
22.81,2.06,male,female,no,evening
14.76,2.1,female,female,yes,day
47.78,5.27,female,male,yes,evening
33.71,4.12,female,female,yes,day
16.66,5.25,female,male,yes,evening
38.82,2.7,female,male,no,day
16.7,2.91,male,male,yes,day
37.51,6.11,female,female,no,day
36.15,8.65,female,male,no,evening
49.55,1.91,female,male,yes,day
15.9,8.05,female,male,yes,day
